ニッシュ 吉祥寺(NiCHE),http://www.du-e-kokubunji.net,東京都武蔵野市吉祥寺南町１-８-４　ＫＳビル２Ｆ 
ヘアー プレゼンツ 吉祥寺店(Hair Present's),,東京都武蔵野市吉祥寺南町１－１－３イケダビル501 
ガラティア(GARATEIA),,東京都武蔵野市吉祥寺本町２-４-１４第一ホテル3Ｆ 
ラリラモーヴ,,東京都武蔵野市吉祥寺南町１-10-11スペシフィービル3F 
髪家,,東京都武蔵野市御殿山１-５-５　島崎ビル１Ｆ 
ヘアメイク シークレット オブ エイト(Hair mak Secrer of 8),,東京都武蔵野市吉祥寺本町１－２６－５みゆきビル1F 
ジーエルエス(GLS),,東京都武蔵野市吉祥寺北町１－２－９イワセ荘１０２ 
アンピアンス,,東京都武蔵野市吉祥寺本町２－１２－１３ＴＮコラム３階 
ルトゥール(Retour),,東京都武蔵野市吉祥寺本町４－９－１６　２Ｆ 
スカラ(SCALA),,東京都武蔵野市吉祥寺本町４－６－２ＳＡＴＯＨ　ＢＬＤ．１Ｆ 
マゴ(mago),,東京都武蔵野市御殿山１－4－20 
アトリエはるか アトレ吉祥寺店,,東京都武蔵野市吉祥寺南町１-1-24　アトレ吉祥寺　東館2F 
リールヘアー(rire hair),,東京都武蔵野市吉祥寺東町１-5-25 KKビル３Ｆ 
アンバー(amber),,東京都武蔵野市吉祥寺南町２-13-3ユニアス祥南103 
ファミーユ ラグ 吉祥寺(famille raugh),,東京都武蔵野市吉祥寺本町１－２７－７ 
ヘアーサロン ソレイユ(hair salon soleil),,東京都練馬区関町南２－３１－６ 
フィールノルテ(feel norte),,東京都武蔵野市吉祥寺本町２－１０－１０Faro２F 
ラウンジ ヘアー 吉祥寺(ROUNGE hair),,東京都武蔵野市吉祥寺北町１－1－2　トラッセルズC 
ヘアカラー専門店 フフ アトレ吉祥寺店(fufu),,東京都武蔵野市吉祥寺南町１-1-24 アトレ吉祥寺店東館 1F 
アース 吉祥寺店(HAIR & MAKE EARTH),,東京都武蔵野市吉祥寺南町１‐６‐１吉祥寺スバルビルＢ１Ｆ 
ビスサンジュウハチヘアーデザイン(bis38 hair design),,東京都武蔵野市吉祥寺南町１-11-11 ムサシノビル１Ｆ 
ビビアンエムケー(BiBian MK),,東京都武蔵野市吉祥寺南町２－１６－１ 
ヘアスペース クラッシー 吉祥寺店(HAIR SPACE CLASSY),,東京都武蔵野市吉祥寺北町２－１－１７　カントリーハウス２F-B号 
ヨコタ 東急百貨店 吉祥寺店(YOKOTA),,東京都武蔵野市吉祥寺本町２‐３‐１　東急百貨店吉祥寺店９Ｆ 
ティント(Tinto),,東京都武蔵野市吉祥寺東町３-14-22ラピュタ西山B1F 
ロッセット ヘアー(Rossetto hair),,東京都武蔵野市吉祥寺本町２－２２－５　１０２ 
髪庵,,東京都練馬区立野町7-5シティハイツ吉祥寺1F 
リューデパルティル(lieu de PARTIL),,東京都武蔵野市吉祥寺本町４-14-2 
アルファボーテ(ALPHA BEAUTE),,東京都武蔵野市吉祥寺本町１-9-8アソルティ吉祥寺２Ｆ 
ビビ ディライト(BiBi delight),,東京都武蔵野市吉祥寺本町１－２２－５－１０２ 
